x,fx
-3.0,1.03379229100579437468946994206e-106
-2.2222222222222223,2.83772520147384337470555589632e-76
-1.4444444444444444,2.93861975549856127960579453643e-46
-0.6666666666666665,2.39164467877901417732437155494e-17
0.11111111111111116,1.03565906114776606433019681869
0.8888888888888888,0.214093530461984449776263830885
1.666666666666667,0.073412874616937632284620136517
2.4444444444444446,0.0280789597152010261963683636704
3.2222222222222223,0.0112843517283459253121710120772
4.0,0.00466541758740093552967759192399
