x,fx
-3.0,1.03379229100579436301035956503873e-106
-2.992992992992993,1.94912260887178560435543122160995e-106
-2.985985985985986,3.67474528974296243265658523772796e-106
-2.978978978978979,6.92783370268264875430926942259072e-106
-2.971971971971972,1.30601965254560136024184620138042e-105
-2.964964964964965,2.46197665719904843961989344439520e-105
-2.957957957957958,4.64087665052815119301833778230762e-105
-2.950950950950951,8.74778116178725247523804155137483e-105
-2.943943943943944,1.64883614033660844654331165994580e-104
-2.936936936936937,3.10769724352831300684583006563406e-104
-2.92992992992993,5.85708377612285647303530750763111e-104
-2.9229229229229228,1.10383868413683216030872130840633e-103
-2.915915915915916,2.08022894724281633106427784564823e-103
-2.908908908908909,3.92010701632865937654306570449507e-103
-2.901901901901902,7.38696230196265241458915111057528e-103
-2.894894894894895,1.39192207733963316702593506865362e-102
-2.8878878878878878,2.62267787982611101779936458434795e-102
-2.880880880880881,4.94146678767945293445250831170238e-102
-2.873873873873874,9.30995566097753090258362896126177e-102
-2.866866866866867,1.75396149691941132945399870579033e-101
-2.85985985985986,3.30425164612864700091541511503031e-101
-2.8528528528528527,6.22453189157257219011908861793788e-101
-2.845845845845846,1.17252120048029251492833694883038e-100
-2.838838838838839,2.20858969492702256685857517196372e-100
-2.831831831831832,4.15996437842917480863633840232061e-100
-2.824824824824825,7.83509591354096456924116281058014e-100
-2.8178178178178177,1.47563538001920798243981613775269e-99
-2.810810810810811,2.77903322421060690935154372575044e-99
-2.803803803803804,5.23345212906608659127967352682990e-99
-2.7967967967967966,9.85513345734349684332254904036810e-99
-2.78978978978979,1.85573688101369124010469426669844e-98
-2.7827827827827827,3.49421658998003552321523123768480e-98
-2.775775775775776,6.57904222574233541199531268621714e-98
-2.7687687687687688,1.23866781331926197086002622597580e-97
-2.7617617617617616,2.33198768852625805907573864130736e-97
-2.754754754754755,4.39012383059360108712160620920415e-97
-2.7477477477477477,8.26430425931385212345200810552634e-97
-2.740740740740741,1.55566015608599724780079694113865e-96
-2.7337337337337337,2.92820821670736533694958853473166e-96
-2.7267267267267266,5.51147533569136756051605127577850e-96
-2.71971971971972,1.03731906294256546310723962412357e-95
-2.7127127127127126,1.95224948559196611855626179302392e-95
-2.705705705705706,3.67397867462552317747893703025243e-95
-2.6986986986986987,6.91379008212007383391947729644623e-95
-2.6916916916916915,1.30098976088231221520390445877525e-94
-2.684684684684685,2.44798969494364780982066543581638e-94
-2.6776776776776776,4.60599216345006843715468524556568e-94
-2.6706706706706704,8.66591832159266116385360658365205e-94
-2.6636636636636637,1.63036055247960061075120685420389e-93
-2.6566566566566565,3.06711655080052945790723128280539e-93
-2.6496496496496498,5.76971465471067305980415192739386e-93
-2.6426426426426426,1.08531475405799553476426400127728e-92
-2.6356356356356354,2.04142897295022829972042682576983e-92
-2.6286286286286287,3.83963477085682191746063203006249e-92
-2.6216216216216215,7.22141842872857483491169638416648e-92
-2.6146146146146148,1.35810057542109960245923016603916e-91
-2.6076076076076076,2.55398335002999550936238359065713e-91
-2.6006006006006004,4.80264814492519764889815107508658e-91
-2.5935935935935936,9.03066917251405693414693054966875e-91
-2.5865865865865865,1.69799114903232369838181712076309e-90
-2.5795795795795797,3.19247209770660941411967377742762e-90
-2.5725725725725725,6.00198447651585935521363865212315e-90
-2.5655655655655654,1.12833631189002628660409306201336e-89
-2.5585585585585586,2.12108498492356172801716687486227e-89
-2.5515515515515514,3.98706439570897017686265836774953e-89
-2.5445445445445447,7.49417745625696954538912284254037e-89
-2.5375375375375375,1.40854297742358247868992498371711e-88
-2.5305305305305303,2.64722895604691149624162615287856e-88
-2.5235235235235236,4.97494222419806446858597364092193e-88
-2.5165165165165164,9.34887978710493051301870761657024e-88
-2.5095095095095097,1.75673384035392366352989527564353e-87
-2.5025025025025025,3.30085978640071161588903597889887e-87
-2.4954954954954953,6.20187148445874954191599353561283e-87
