x,fx
-3.0,1.03379229100579437468946994206e-106
-2.999299929992999,1.10141220501447671274669867121e-106
-2.9985998599859984,1.1734546311106904090551124938e-106
-2.997899789978998,1.25020878119664511036421168112e-106
-2.9971997199719973,1.33198277822460425358580842896e-106
-2.9964996499649965,1.41910489261965380636012410145e-106
-2.9957995799579957,1.5119248595324058066788714903e-106
-2.995099509950995,1.61081528220428236858122210707e-106
-2.9943994399439946,1.71617312707558896231572026727e-106
-2.993699369936994,1.82842131663140636788963580678e-106
-2.992999299929993,1.94801042637540518878296977497e-106
-2.9922992299229922,2.07542049273661296867048503266e-106
-2.9915991599159915,2.21116293916205844725100127681e-106
-2.990899089908991,2.35578262811728187969644338741e-106
-2.9901990199019903,2.50986004722885843145500241445e-106
-2.9894989498949895,2.67401363833088146403305233729e-106
-2.9887988798879888,2.84890227876279173897539439988e-106
-2.988098809880988,3.03522792486350324331802014606e-106
-2.987398739873987,3.23373842826877697968826984041e-106
-2.986698669866987,3.44523053630092785437345555213e-106
-2.985998599859986,3.67055308848994796271453177457e-106
-2.9852985298529853,3.91061042203633609706186299687e-106
-2.9845984598459845,4.16636599988213211007911140751e-106
-2.9838983898389837,4.43884627593003864548724148893e-106
-2.9831983198319834,4.72914481291827679998548148691e-106
-2.9824982498249826,5.03842666945816233360459082349e-106
-2.981798179817982,5.36793307383029166786541445097e-106
-2.981098109810981,5.71898640327779724080231359055e-106
-2.98039803980398,6.09299548876779964762767472758e-106
-2.97969796979698,6.49146126648645524541740657282e-106
-2.978997899789979,6.91598279873340949934533567888e-106
-2.9782978297829783,7.36826368835399535101551203069e-106
-2.9775977597759775,7.85011891243469096339853286069e-106
-2.9768976897689767,8.36348210265549956008218453475e-106
-2.9761976197619764,8.9104133014928438778594926598e-106
-2.9754975497549756,9.49310722537637542048812944212e-106
-2.974797479747975,1.01139020679216339239533113985e-105
-2.974097409740974,1.07752888785416298588141066779e-105
-2.9733973397339732,1.14799215540329927969543108346e-105
-2.972697269726973,1.22306274832054319641295321121e-105
-2.971997199719972,1.30304188872192830921670834099e-105
-2.9712971297129713,1.38825049011063563461973049969e-105
-2.9705970597059705,1.47903044449021628539798349731e-105
-2.9698969896989698,1.5757459936003758453264117308e-105
-2.9691969196919694,1.67878518977047425891991331933e-105
-2.9684968496849686,1.78856145225037492569717588808e-105
-2.967796779677968,1.9055152252536273319398675688e-105
-2.967096709670967,2.0301157443646403090497002652e-105
-2.9663966396639663,2.16286291838647694343006513578e-105
-2.9656965696569655,2.30428933417706072663055356457e-105
-2.964996499649965,2.45496239250667454462314575469e-105
-2.9642964296429644,2.61548658350329659765713154523e-105
-2.9635963596359636,2.78650591080098065990825326983e-105
-2.962896289628963,2.9687064741154862684750036998e-105
-2.962196219621962,3.16281922059280388089164562933e-105
-2.9614961496149617,3.36962287596454720907267434192e-105
-2.960796079607961,3.58994706725511702919907990981e-105
-2.96009600960096,3.82467564955997164897370077242e-105
-2.9593959395939593,4.07475025022880374906399844515e-105
-2.9586958695869585,4.34117404465814158890964653438e-105
-2.957995799579958,4.62501577883068219339487481872e-105
-2.9572957295729574,4.92741405471955463224935268533e-105
-2.9565956595659566,5.24958189573713059572726032983e-105
-2.955895589558956,5.59281161052343780330809488976e-105
-2.955195519551955,5.95847997457277650605130834875e-105
-2.9544954495449547,6.34805375045771154156504373479e-105
-2.953795379537954,6.76309556878599280579143249091e-105
-2.953095309530953,7.20527019344421453505560340712e-105
-2.9523952395239523,7.67635119625539267617722997508e-105
-2.9516951695169515,8.1782280677829817488133997251e-105
-2.950995099509951,8.71291379279290586677667046854e-105
-2.9502950295029504,9.28255292072118326123640801432e-105
